Chromosome: TcChr38-S
Organism: Trypanosoma cruzi CL Brener Esmeraldo-like
Origins: 
722402 
Length: 1444805 bases
Replication Speed: 67 b/s
Transcription Regions: 
(63898, 1346) (67202, 213251) (214679, 214017) (216447, 226050) (229948, 227039) (230226, 405983) (417430, 406386) (421059, 437759) (450187, 439022) (455483, 459577) (460442, 460008) (461594, 469466) (506172, 469956) (1049748, 1330008) 

Origin at position 722402 activated at 21
Head collision with transcription machinery around base 218600
Tail collision with transcription machinery around base 214270
Head collision with transcription machinery around base 195938
Head collision with transcription machinery around base 193405
Head collision with transcription machinery around base 190861
Head collision with transcription machinery around base 188312
Head collision with transcription machinery around base 185783
Head collision with transcription machinery around base 183240
Head collision with transcription machinery around base 180692
Head collision with transcription machinery around base 178163
Head collision with transcription machinery around base 175620
Head collision with transcription machinery around base 173072
Head collision with transcription machinery around base 170543
Head collision with transcription machinery around base 168000
Head collision with transcription machinery around base 165452
Head collision with transcription machinery around base 162923
Head collision with transcription machinery around base 160380
Head collision with transcription machinery around base 157832
Head collision with transcription machinery around base 155303
Head collision with transcription machinery around base 152760
Head collision with transcription machinery around base 150212
Head collision with transcription machinery around base 147683
Head collision with transcription machinery around base 145140
Head collision with transcription machinery around base 142592
Head collision with transcription machinery around base 140063
Head collision with transcription machinery around base 137520
Head collision with transcription machinery around base 134972
Head collision with transcription machinery around base 132443
Head collision with transcription machinery around base 129900
Head collision with transcription machinery around base 127352
Head collision with transcription machinery around base 124823
Head collision with transcription machinery around base 122280
Head collision with transcription machinery around base 119732
Head collision with transcription machinery around base 117203
Head collision with transcription machinery around base 114660
Head collision with transcription machinery around base 112112
Head collision with transcription machinery around base 109583
Head collision with transcription machinery around base 107040
Head collision with transcription machinery around base 104492
Head collision with transcription machinery around base 101963
Head collision with transcription machinery around base 99420
Head collision with transcription machinery around base 96872
Head collision with transcription machinery around base 94343
Head collision with transcription machinery around base 91800
Head collision with transcription machinery around base 89252
Head collision with transcription machinery around base 86723
Head collision with transcription machinery around base 84180
Head collision with transcription machinery around base 81632
Head collision with transcription machinery around base 79103
Head collision with transcription machinery around base 76560
Head collision with transcription machinery around base 74012
Head collision with transcription machinery around base 71483
Head collision with transcription machinery around base 68940
Tail collision with transcription machinery around base 63340
Tail collision with transcription machinery around base 8962
Duration: 359323

Origin at position 722402 activated at 13
Tail collision with transcription machinery around base 493388
Tail collision with transcription machinery around base 446389
Head collision with transcription machinery around base 431516
Tail collision with transcription machinery around base 1098246
Tail collision with transcription machinery around base 1152625
Tail collision with transcription machinery around base 1207003
Tail collision with transcription machinery around base 1261382
Tail collision with transcription machinery around base 1315761
Head collision with transcription machinery around base 426427
Head collision with transcription machinery around base 421330
Head collision with transcription machinery around base 388151
Head collision with transcription machinery around base 383070
Head collision with transcription machinery around base 377976
Head collision with transcription machinery around base 372899
Head collision with transcription machinery around base 367806
Head collision with transcription machinery around base 362729
Head collision with transcription machinery around base 357636
Head collision with transcription machinery around base 352559
Head collision with transcription machinery around base 347466
Head collision with transcription machinery around base 342389
Head collision with transcription machinery around base 337296
Head collision with transcription machinery around base 332219
Head collision with transcription machinery around base 327126
Head collision with transcription machinery around base 322049
Head collision with transcription machinery around base 316956
Head collision with transcription machinery around base 311879
Head collision with transcription machinery around base 306786
Head collision with transcription machinery around base 301709
Head collision with transcription machinery around base 296616
Head collision with transcription machinery around base 291539
Head collision with transcription machinery around base 286446
Head collision with transcription machinery around base 281369
Head collision with transcription machinery around base 276276
Head collision with transcription machinery around base 271199
Head collision with transcription machinery around base 266106
Head collision with transcription machinery around base 261029
Head collision with transcription machinery around base 255936
Head collision with transcription machinery around base 250859
Head collision with transcription machinery around base 245766
Head collision with transcription machinery around base 240689
Head collision with transcription machinery around base 235596
Head collision with transcription machinery around base 230519
Tail collision with transcription machinery around base 214656
Head collision with transcription machinery around base 195791
Head collision with transcription machinery around base 190707
Head collision with transcription machinery around base 185612
Head collision with transcription machinery around base 180535
Head collision with transcription machinery around base 175442
Head collision with transcription machinery around base 170365
Head collision with transcription machinery around base 165272
Head collision with transcription machinery around base 160195
Head collision with transcription machinery around base 155102
Head collision with transcription machinery around base 150025
Head collision with transcription machinery around base 144932
Head collision with transcription machinery around base 139855
Head collision with transcription machinery around base 134762
Head collision with transcription machinery around base 129685
Head collision with transcription machinery around base 124592
Head collision with transcription machinery around base 119515
Head collision with transcription machinery around base 114422
Head collision with transcription machinery around base 109345
Head collision with transcription machinery around base 104252
Head collision with transcription machinery around base 99175
Head collision with transcription machinery around base 94082
Head collision with transcription machinery around base 89005
Head collision with transcription machinery around base 83912
Head collision with transcription machinery around base 78835
Head collision with transcription machinery around base 73742
Head collision with transcription machinery around base 68665
Tail collision with transcription machinery around base 16356
Duration: 362190

Origin at position 722402 activated at 3
Tail collision with transcription machinery around base 493932
Tail collision with transcription machinery around base 446932
Head collision with transcription machinery around base 431309
Tail collision with transcription machinery around base 1097703
Tail collision with transcription machinery around base 1152082
Tail collision with transcription machinery around base 1206460
Tail collision with transcription machinery around base 1260839
Tail collision with transcription machinery around base 1315218
Head collision with transcription machinery around base 423669
Head collision with transcription machinery around base 387942
Head collision with transcription machinery around base 380312
Head collision with transcription machinery around base 372668
Head collision with transcription machinery around base 365041
Head collision with transcription machinery around base 357398
Head collision with transcription machinery around base 349771
Head collision with transcription machinery around base 342128
Head collision with transcription machinery around base 334501
Head collision with transcription machinery around base 326858
Head collision with transcription machinery around base 319231
Head collision with transcription machinery around base 311588
Head collision with transcription machinery around base 303961
Head collision with transcription machinery around base 296318
Head collision with transcription machinery around base 288691
Head collision with transcription machinery around base 281048
Head collision with transcription machinery around base 273421
Head collision with transcription machinery around base 265778
Head collision with transcription machinery around base 258151
Head collision with transcription machinery around base 250508
Head collision with transcription machinery around base 242881
Head collision with transcription machinery around base 235238
Head collision with transcription machinery around base 218093
Head collision with transcription machinery around base 211074
Head collision with transcription machinery around base 203433
Head collision with transcription machinery around base 195806
Head collision with transcription machinery around base 188163
Head collision with transcription machinery around base 180536
Head collision with transcription machinery around base 172893
Head collision with transcription machinery around base 165266
Head collision with transcription machinery around base 157623
Head collision with transcription machinery around base 149996
Head collision with transcription machinery around base 142353
Head collision with transcription machinery around base 134726
Head collision with transcription machinery around base 127083
Head collision with transcription machinery around base 119456
Head collision with transcription machinery around base 111813
Head collision with transcription machinery around base 104186
Head collision with transcription machinery around base 96543
Head collision with transcription machinery around base 88916
Head collision with transcription machinery around base 81273
Head collision with transcription machinery around base 73646
Tail collision with transcription machinery around base 9981
Duration: 382328

Origin at position 722402 activated at 9
Tail collision with transcription machinery around base 493606
Tail collision with transcription machinery around base 446606
Head collision with transcription machinery around base 431433
Tail collision with transcription machinery around base 1098029
Tail collision with transcription machinery around base 1152408
Tail collision with transcription machinery around base 1206786
Tail collision with transcription machinery around base 1261165
Tail collision with transcription machinery around base 1315543
Head collision with transcription machinery around base 421242
Head collision with transcription machinery around base 403707
Head collision with transcription machinery around base 393518
Head collision with transcription machinery around base 383342
Head collision with transcription machinery around base 373149
Head collision with transcription machinery around base 362972
Head collision with transcription machinery around base 352779
Head collision with transcription machinery around base 342602
Head collision with transcription machinery around base 332409
Head collision with transcription machinery around base 322232
Head collision with transcription machinery around base 312039
Head collision with transcription machinery around base 301862
Head collision with transcription machinery around base 291669
Head collision with transcription machinery around base 281492
Head collision with transcription machinery around base 271299
Head collision with transcription machinery around base 261122
Head collision with transcription machinery around base 250929
Head collision with transcription machinery around base 240752
Head collision with transcription machinery around base 230559
Head collision with transcription machinery around base 211490
Head collision with transcription machinery around base 201303
Head collision with transcription machinery around base 191127
Head collision with transcription machinery around base 180935
Head collision with transcription machinery around base 170758
Head collision with transcription machinery around base 160565
Head collision with transcription machinery around base 150388
Head collision with transcription machinery around base 140195
Head collision with transcription machinery around base 130018
Head collision with transcription machinery around base 119825
Head collision with transcription machinery around base 109648
Head collision with transcription machinery around base 99455
Head collision with transcription machinery around base 89278
Head collision with transcription machinery around base 79085
Head collision with transcription machinery around base 68908
Tail collision with transcription machinery around base 29088
Duration: 414008

Origin at position 722402 activated at 13
Tail collision with transcription machinery around base 493388
Tail collision with transcription machinery around base 446389
Head collision with transcription machinery around base 431516
Tail collision with transcription machinery around base 1098246
Tail collision with transcription machinery around base 1152625
Tail collision with transcription machinery around base 1207003
Tail collision with transcription machinery around base 1261382
Tail collision with transcription machinery around base 1315761
Head collision with transcription machinery around base 390680
Head collision with transcription machinery around base 377947
Head collision with transcription machinery around base 365223
Head collision with transcription machinery around base 352481
Head collision with transcription machinery around base 339754
Head collision with transcription machinery around base 327011
Head collision with transcription machinery around base 314284
Head collision with transcription machinery around base 301541
Head collision with transcription machinery around base 288814
Head collision with transcription machinery around base 276071
Head collision with transcription machinery around base 263344
Head collision with transcription machinery around base 250601
Head collision with transcription machinery around base 237874
Head collision with transcription machinery around base 195496
Head collision with transcription machinery around base 182763
Head collision with transcription machinery around base 170039
Head collision with transcription machinery around base 157297
Head collision with transcription machinery around base 144570
Head collision with transcription machinery around base 131827
Head collision with transcription machinery around base 119100
Head collision with transcription machinery around base 106357
Head collision with transcription machinery around base 93630
Head collision with transcription machinery around base 80887
Head collision with transcription machinery around base 68160
Tail collision with transcription machinery around base 37734
Duration: 370806

Origin at position 722402 activated at 20
Tail collision with transcription machinery around base 493008
Tail collision with transcription machinery around base 446008
Head collision with transcription machinery around base 431661
Tail collision with transcription machinery around base 1098626
Tail collision with transcription machinery around base 1153005
Tail collision with transcription machinery around base 1207384
Tail collision with transcription machinery around base 1261762
Tail collision with transcription machinery around base 1316141
Head collision with transcription machinery around base 388280
Head collision with transcription machinery around base 372998
Head collision with transcription machinery around base 357724
Head collision with transcription machinery around base 342432
Head collision with transcription machinery around base 327156
Head collision with transcription machinery around base 311863
Head collision with transcription machinery around base 296586
Head collision with transcription machinery around base 281314
Head collision with transcription machinery around base 266022
Head collision with transcription machinery around base 250746
Head collision with transcription machinery around base 235453
Head collision with transcription machinery around base 211283
Head collision with transcription machinery around base 195996
Head collision with transcription machinery around base 180721
Head collision with transcription machinery around base 165429
Head collision with transcription machinery around base 150152
Head collision with transcription machinery around base 134880
Head collision with transcription machinery around base 119588
Head collision with transcription machinery around base 104312
