[Gene ID]	[Transcript ID]	[Organism]	[Genomic Location(s)]	[Product Description]	
TcCLB.503985.20	TcCLB.503985.20:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 32,362 - 33,975 (-)	retrotransposon hot spot protein (RHS, pseudogene), putative	
TcCLB.504225.10	TcCLB.504225.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 396,845 - 397,681 (+)	hypothetical protein, conserved	
TcCLB.504225.20	TcCLB.504225.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 395,484 - 396,065 (+)	Mitochondrial outer membrane protein porin, putative (fragment)	
TcCLB.505363.10	TcCLB.505363.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 704,929 - 707,127 (+)	trans-sialidase, Group II, putative	
TcCLB.505363.15	TcCLB.505363.15:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 708,215 - 708,502 (+)	elongation factor 1-gamma (EF-1-gamma, pseudogene), putative	
TcCLB.505363.19	TcCLB.505363.19:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 709,519 - 710,857 (+)	trans-sialidase, putative	
TcCLB.505365.20	TcCLB.505365.20:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 750,136 - 752,571 (+)	retrotransposon hot spot protein (RHS, pseudogene), putative	
TcCLB.505365.50	TcCLB.505365.50:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 758,242 - 759,579 (+)	beta galactofuranosyl glycosyltransferase (pseudogene), putative	
TcCLB.505365.60	TcCLB.505365.60:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 762,384 - 765,509 (+)	trans-sialidase, Group VIII, putative	
TcCLB.505365.80	TcCLB.505365.80:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 769,332 - 772,241 (+)	retrotransposon hot spot protein (RHS, pseudogene), putative	
TcCLB.506409.10	TcCLB.506409.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 622,399 - 623,244 (-)	hypothetical protein	
TcCLB.506409.100	TcCLB.506409.100:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 632,488 - 633,393 (-)	mucin TcMUCII, putative	
TcCLB.506409.110	TcCLB.506409.110:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 633,409 - 634,284 (-)	hypothetical protein	
TcCLB.506409.130	TcCLB.506409.130:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 639,663 - 640,400 (-)	Mucin-associated surface protein (MASP) (pseudogene)	
TcCLB.506409.140	TcCLB.506409.140:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 640,880 - 641,578 (-)	mucin TcMUCII, putative	
TcCLB.506409.170	TcCLB.506409.170:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 647,633 - 650,434 (-)	trans-sialidase, Group VI, putative	
TcCLB.506409.190	TcCLB.506409.190:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 651,695 - 652,441 (-)	Mucin-associated surface protein (MASP) (pseudogene)	
TcCLB.506409.200	TcCLB.506409.200:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 652,923 - 653,543 (-)	mucin TcMUCII, putative	
TcCLB.506409.220	TcCLB.506409.220:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 660,402 - 661,844 (-)	hypothetical protein	
TcCLB.506409.230	TcCLB.506409.230:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 662,129 - 663,238 (-)	hypothetical protein, conserved	
TcCLB.506409.240	TcCLB.506409.240:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 664,642 - 665,313 (+)	glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain, putative	
TcCLB.506409.250	TcCLB.506409.250:snoRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 665,752 - 665,842 (+)	C/D small nucleolar RNA (snoRNA), TB10C1C1	
TcCLB.506409.255	TcCLB.506409.255:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 679,185 - 679,652 (-)	surface protease GP63, putative	
TcCLB.506409.260	TcCLB.506409.260:snoRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 665,880 - 665,943 (+)	H/ACA snoRNA, TC10C1H1	
TcCLB.506409.30	TcCLB.506409.30:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 624,951 - 626,093 (-)	Mucin-associated surface protein (MASP), subgroup S018	
TcCLB.506409.50	TcCLB.506409.50:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 626,559 - 627,125 (-)	mucin TcMUCII, putative	
TcCLB.506409.60	TcCLB.506409.60:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 627,711 - 628,172 (-)	hypothetical protein	
TcCLB.506409.70	TcCLB.506409.70:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 628,237 - 628,554 (-)	hypothetical protein	
TcCLB.506409.90	TcCLB.506409.90:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 630,735 - 632,009 (-)	Mucin-associated surface protein (MASP), subgroup S022	
TcCLB.506411.10	TcCLB.506411.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 682,840 - 684,900 (+)	thimet oligopeptidase, putative	
TcCLB.506411.20	TcCLB.506411.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 685,788 - 687,473 (+)	hypothetical protein, conserved	
TcCLB.506411.25	TcCLB.506411.25:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 687,761 - 688,690 (+)	hypothetical protein, conserved (pseudogene)	
TcCLB.506411.30	TcCLB.506411.30:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 688,959 - 690,659 (+)	Proline dehydrogenase, mitochondrial	
TcCLB.506411.39	TcCLB.506411.39:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 691,358 - 691,789 (+)	CDP-DAG synthase, putative (fragment)	
TcCLB.506413.10	TcCLB.506413.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 691,927 - 692,613 (+)	CDP-DAG synthase, putative (fragment)	
TcCLB.506413.20	TcCLB.506413.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 692,795 - 693,154 (+)	40S ribosomal protein S33, putative	
TcCLB.506413.30	TcCLB.506413.30:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 693,301 - 693,639 (+)	40S ribosomal protein S33, putative	
TcCLB.506413.40	TcCLB.506413.40:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 693,859 - 694,851 (+)	hypothetical protein, conserved	
TcCLB.506413.50	TcCLB.506413.50:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 695,225 - 696,976 (+)	hypothetical protein, conserved	
TcCLB.506413.60	TcCLB.506413.60:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 697,177 - 697,746 (+)	hypothetical protein, conserved	
TcCLB.506413.70	TcCLB.506413.70:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 697,878 - 699,101 (+)	hypothetical protein, conserved	
TcCLB.506413.80	TcCLB.506413.80:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 699,806 - 700,480 (+)	cyclophilin, putative	
TcCLB.506413.89	TcCLB.506413.89:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 701,787 - 703,891 (+)	trans-sialidase, putative	
TcCLB.506951.10	TcCLB.506951.10:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 214,634 - 216,199 (-)	retrotransposon hot spot protein (RHS, pseudogene), putative	
TcCLB.506951.103	TcCLB.506951.103:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 195,969 - 196,658 (-)	hypothetical protein	
TcCLB.506951.30	TcCLB.506951.30:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 211,123 - 213,405 (-)	trans-sialidase (pseudogene), putative	
TcCLB.506951.50	TcCLB.506951.50:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 209,840 - 210,445 (-)	mucin TcMUCII (pseudogene), putative	
TcCLB.506951.60	TcCLB.506951.60:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 208,193 - 209,311 (-)	Mucin-associated surface protein (MASP), subgroup S008	
TcCLB.506951.70	TcCLB.506951.70:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 206,470 - 207,618 (-)	surface protease GP63 (pseudogene), putative	
TcCLB.506951.80	TcCLB.506951.80:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 201,761 - 204,433 (-)	trans-sialidase, Group V, putative	
TcCLB.506951.90	TcCLB.506951.90:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 197,727 - 200,477 (-)	trans-sialidase, Group IV, putative	
TcCLB.506953.10	TcCLB.506953.10:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 171,546 - 172,097 (-)	hypothetical protein, conserved (pseudogene)	
TcCLB.506953.20	TcCLB.506953.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 169,059 - 169,907 (-)	hypothetical protein, conserved	
TcCLB.506953.30	TcCLB.506953.30:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 165,709 - 166,731 (-)	protein kinase, putative	
TcCLB.506953.40	TcCLB.506953.40:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 161,510 - 164,614 (-)	hypothetical protein, conserved	
TcCLB.506953.45	TcCLB.506953.45:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 160,655 - 161,071 (-)	ascorbate-dependent peroxidase (pseudogene), putative	
TcCLB.506953.49	TcCLB.506953.49:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 159,346 - 160,163 (-)	glucose-6-phosphate 1-dehydrogenase, putative	
TcCLB.507899.10	TcCLB.507899.10:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 24,623 - 27,235 (-)	retrotransposon hot spot protein (RHS, pseudogene), putative	
TcCLB.507899.5	TcCLB.507899.5:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 22,160 - 23,359 (-)	trans-sialidase (pseudogene), putative	
TcCLB.509121.10	TcCLB.509121.10:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 181,677 - 182,942 (-)	retrotransposon hot spot protein (RHS, pseudogene), putative	
TcCLB.509121.20	TcCLB.509121.20:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 185,259 - 192,236 (-)	dispersed gene family protein 1 (DGF-1, pseudogene), putative	
TcCLB.509123.10	TcCLB.509123.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 244,930 - 245,967 (-)	Trypomastigote, Alanine, Serine and Valine rich protein (TASV), subfamily C	
TcCLB.509123.20	TcCLB.509123.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 247,079 - 247,474 (-)	hypothetical protein	
TcCLB.509123.30	TcCLB.509123.30:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 248,254 - 248,985 (-)	kinetoplast polyadenylation/uridylation factor 1 (fragment)	
TcCLB.509123.5	TcCLB.509123.5:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 240,353 - 240,760 (-)	trans-sialidase (pseudogene), putative	
TcCLB.509125.10	TcCLB.509125.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 260,861 - 263,524 (-)	mannosyltransferase-like protein, putative	
TcCLB.509125.20	TcCLB.509125.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 264,867 - 265,973 (-)	ATP-dependent Clp protease subunit, heat shock protein 78, putative	
TcCLB.509127.10	TcCLB.509127.10:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 266,075 - 267,253 (-)	ATP-dependent Clp protease subunit, heat shock protein 78 (pseudogene), putative	
TcCLB.509127.104	TcCLB.509127.104:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 285,828 - 286,370 (-)	ARP2/3 complex subunit, putative	
TcCLB.509127.110	TcCLB.509127.110:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 286,675 - 287,961 (-)	hypothetical protein, conserved	
TcCLB.509127.20	TcCLB.509127.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 267,795 - 270,608 (-)	hypothetical protein, conserved	
TcCLB.509127.30	TcCLB.509127.30:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 270,987 - 272,213 (-)	hypothetical protein, conserved	
TcCLB.509127.40	TcCLB.509127.40:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 272,523 - 274,145 (-)	hypothetical protein, conserved	
TcCLB.509127.50	TcCLB.509127.50:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 274,879 - 275,868 (-)	mitochondrial carrier protein, putative	
TcCLB.509127.59	TcCLB.509127.59:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 276,271 - 277,056 (-)	hypothetical protein, conserved	
TcCLB.509127.70	TcCLB.509127.70:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 277,635 - 280,313 (-)	hypothetical protein, conserved	
TcCLB.509127.80	TcCLB.509127.80:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 280,920 - 281,885 (-)	hypothetical protein, conserved	
TcCLB.509127.90	TcCLB.509127.90:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 282,752 - 284,236 (-)	hypothetical protein, conserved	
TcCLB.509127.97	TcCLB.509127.97:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 284,392 - 285,573 (-)	hypothetical protein, conserved	
TcCLB.509129.10	TcCLB.509129.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 288,827 - 289,645 (+)	Mitochondrial outer membrane protein porin, putative	
TcCLB.509133.10	TcCLB.509133.10:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 300,315 - 301,988 (-)	trans-sialidase (pseudogene), putative	
TcCLB.509135.9	TcCLB.509135.9:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 318,600 - 320,492 (+)	hypothetical protein (fragment)	
TcCLB.509137.10	TcCLB.509137.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 362,061 - 362,681 (+)	hypothetical protein	
TcCLB.509137.20	TcCLB.509137.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 362,804 - 369,772 (+)	hypothetical protein	
TcCLB.509137.30	TcCLB.509137.30:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 370,581 - 371,873 (+)	imidazolonepropionase, putative	
TcCLB.509139.10	TcCLB.509139.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 373,725 - 375,302 (+)	glycerate kinase, putative	
TcCLB.509139.20	TcCLB.509139.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 375,718 - 377,337 (+)	hypothetical protein, conserved	
TcCLB.509141.10	TcCLB.509141.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 385,918 - 389,754 (+)	hypothetical protein	
TcCLB.509141.20	TcCLB.509141.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 390,234 - 390,983 (+)	hypothetical protein	
TcCLB.509141.30	TcCLB.509141.30:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr24-S: 391,112 - 391,504 (+)	hypothetical protein	
