[Gene ID]	[Transcript ID]	[Organism]	[Genomic Location(s)]	[Product Description]	
TcCLB.508955.10	TcCLB.508955.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr5-S: 170,779 - 171,579 (-)	syntaxin, putative	
TcCLB.508955.20	TcCLB.508955.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr5-S: 172,497 - 173,201 (-)	hypothetical protein, conserved	
TcCLB.510247.10	TcCLB.510247.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr5-S: 19,183 - 23,976 (-)	R27-2 protein, putative	
TcCLB.510247.20	TcCLB.510247.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr5-S: 17,680 - 18,789 (-)	casein kinase I, putative	
TcCLB.510249.14	TcCLB.510249.14:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr5-S: 14,049 - 14,384 (+)	hypothetical protein, conserved	
TcCLB.510249.22	TcCLB.510249.22:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr5-S: 11,736 - 12,410 (+)	hypothetical protein, conserved (pseudogene)	
TcCLB.510249.30	TcCLB.510249.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr5-S: 9,500 - 10,606 (+)	hypothetical protein, conserved	
TcCLB.510249.40	TcCLB.510249.40:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr5-S: 7,523 - 8,410 (-)	surface protease GP63, putative	
TcCLB.511369.10	TcCLB.511369.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr5-S: 97,712 - 99,040 (-)	elongation factor 1-alpha, putative	
TcCLB.511369.15	TcCLB.511369.15:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr5-S: 99,314 - 100,672 (-)	elongation factor 1-alpha (EF-1-alpha, pseudogene), putative	
TcCLB.511369.20	TcCLB.511369.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr5-S: 100,932 - 102,281 (-)	elongation factor 1-alpha, putative	
TcCLB.511369.30	TcCLB.511369.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr5-S: 102,546 - 103,394 (-)	elongation factor 1-alpha, putative	
TcCLB.511369.5	TcCLB.511369.5:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr5-S: 96,879 - 97,322 (-)	elongation factor 1-alpha, putative (fragment)	
TcCLB.511371.10	TcCLB.511371.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr5-S: 200,095 - 201,879 (+)	retrotransposon hot spot (RHS) protein, putative	
TcCLB.511371.5	TcCLB.511371.5:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr5-S: 194,628 - 196,826 (+)	trans-sialidase (pseudogene), putative	
