[Gene ID]	[Transcript ID]	[Organism]	[Genomic Location(s)]	[Product Description]	
TcCLB.503883.10	TcCLB.503883.10:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 214,849 - 215,874 (-)	dispersed gene family protein 1 (DGF-1, pseudogene), putative	
TcCLB.504765.15	TcCLB.504765.15:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 339,826 - 340,659 (+)	succinyl-coA:3-ketoacid-coenzyme A transferase (pseudogene), putative	
TcCLB.504765.20	TcCLB.504765.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 337,688 - 338,497 (+)	protein associated with differentiation 8, putative	
TcCLB.504765.9	TcCLB.504765.9:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 341,354 - 344,539 (+)	hypothetical protein, conserved (fragment)	
TcCLB.504835.10	TcCLB.504835.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 103,794 - 104,537 (-)	hypothetical protein, conserved	
TcCLB.504835.20	TcCLB.504835.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 101,453 - 103,492 (-)	3-methylcrotonyl-CoA carboxylase, putative	
TcCLB.504835.29	TcCLB.504835.29:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 97,611 - 99,607 (-)	Flagellum attachment zone protein 14	
TcCLB.505007.10	TcCLB.505007.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 722,550 - 724,781 (+)	RNA-binding protein, putative	
TcCLB.505007.30	TcCLB.505007.30:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 717,859 - 719,118 (+)	hypothetical protein, conserved	
TcCLB.505007.39	TcCLB.505007.39:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 715,569 - 716,849 (+)	hypothetical protein, conserved	
TcCLB.505009.10	TcCLB.505009.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 712,372 - 714,108 (+)	hypothetical protein, conserved	
TcCLB.505009.20	TcCLB.505009.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 711,642 - 711,959 (+)	divalent cation tolerance protein, putative	
TcCLB.505009.30	TcCLB.505009.30:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 710,352 - 711,104 (+)	serine/threonine protein kinase, putative	
TcCLB.505009.4	TcCLB.505009.4:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 714,856 - 715,468 (+)	hypothetical protein, conserved	
TcCLB.505009.40	TcCLB.505009.40:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 708,861 - 709,934 (+)	hypothetical protein, conserved	
TcCLB.505009.49	TcCLB.505009.49:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 707,675 - 708,118 (+)	hypothetical protein, conserved	
TcCLB.505073.10	TcCLB.505073.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 130,908 - 134,183 (+)	hypothetical protein	
TcCLB.505073.14	TcCLB.505073.14:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 129,592 - 130,620 (+)	hypothetical protein, conserved	
TcCLB.505073.20	TcCLB.505073.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 126,449 - 129,295 (+)	hypothetical protein	
TcCLB.505073.30	TcCLB.505073.30:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 124,922 - 126,283 (+)	mu-adaptin 4, putative	
TcCLB.505123.10	TcCLB.505123.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 835,334 - 836,257 (+)	hypothetical protein, conserved	
TcCLB.505123.20	TcCLB.505123.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 833,850 - 834,989 (+)	hypothetical protein, conserved	
TcCLB.505123.28	TcCLB.505123.28:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 832,314 - 832,661 (+)	Kinesin-13 4, putative	
TcCLB.505123.4	TcCLB.505123.4:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 836,735 - 838,702 (+)	ATP-dependent RNA helicase, putative (fragment)	
TcCLB.506107.10	TcCLB.506107.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 435,074 - 437,770 (+)	hypothetical protein, conserved	
TcCLB.506107.20	TcCLB.506107.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 433,085 - 434,728 (+)	dihydrouridine synthase (Dus), putative	
TcCLB.506387.9	TcCLB.506387.9:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 706,703 - 707,573 (+)	chaperone DNAJ protein, putative	
TcCLB.506455.10	TcCLB.506455.10:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 903,148 - 905,988 (+)	retrotransposon hot spot protein (RHS, pseudogene), putative	
TcCLB.506455.30	TcCLB.506455.30:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 907,241 - 909,502 (+)	trans-sialidase, Group II, putative	
TcCLB.506907.14	TcCLB.506907.14:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 613,603 - 617,740 (+)	hypothetical protein, conserved	
TcCLB.506907.30	TcCLB.506907.30:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 610,774 - 611,649 (+)	hypothetical protein, conserved	
TcCLB.506907.40	TcCLB.506907.40:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 608,473 - 609,102 (+)	hypothetical protein	
TcCLB.507079.10	TcCLB.507079.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 623,727 - 626,216 (+)	hypothetical protein, conserved	
TcCLB.507079.20	TcCLB.507079.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 620,551 - 622,962 (+)	dynein heavy chain, cytosolic, putative	
TcCLB.507079.30	TcCLB.507079.30:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 617,844 - 619,010 (+)	multidrug resistance protein E, putative	
TcCLB.507101.10	TcCLB.507101.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 700,035 - 701,459 (+)	amino acid permease, putative	
TcCLB.507101.20	TcCLB.507101.20:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 698,435 - 698,854 (+)	hypothetical protein (pseudogene)	
TcCLB.507107.30	TcCLB.507107.30:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 411,575 - 412,156 (+)	UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative	
TcCLB.507107.40	TcCLB.507107.40:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 409,677 - 410,735 (+)	3,2-trans-enoyl-CoA isomerase, mitochondrial precursor, putative	
TcCLB.507107.50	TcCLB.507107.50:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 409,131 - 409,304 (+)	aminopeptidase, putative	
TcCLB.507277.10	TcCLB.507277.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 735,584 - 737,059 (+)	hypothetical protein, conserved	
TcCLB.507277.20	TcCLB.507277.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 730,725 - 732,746 (+)	hypothetical protein, conserved	
TcCLB.507277.30	TcCLB.507277.30:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 728,738 - 729,649 (+)	hypothetical protein, conserved	
TcCLB.507389.10	TcCLB.507389.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 109,620 - 110,684 (+)	Flagellum attachment zone protein 14	
TcCLB.507389.20	TcCLB.507389.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 111,080 - 111,499 (+)	hypothetical protein, conserved	
TcCLB.507389.30	TcCLB.507389.30:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 112,727 - 116,821 (+)	hypothetical protein	
TcCLB.507389.50	TcCLB.507389.50:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 117,915 - 118,445 (+)	hypothetical protein, conserved	
TcCLB.507389.60	TcCLB.507389.60:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 118,664 - 119,293 (+)	chaperone DNAJ protein, putative	
TcCLB.507389.70	TcCLB.507389.70:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 119,527 - 122,736 (+)	peptidase, putative	
TcCLB.507389.79	TcCLB.507389.79:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 123,002 - 123,900 (+)	hypothetical protein, conserved	
TcCLB.507395.10	TcCLB.507395.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 454,675 - 455,892 (-)	Sphingosine N-acyltransferase, putative	
TcCLB.507395.14	TcCLB.507395.14:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 456,322 - 457,473 (-)	hypothetical protein, conserved	
TcCLB.507395.20	TcCLB.507395.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 457,693 - 460,746 (-)	hypothetical protein, conserved	
TcCLB.507395.30	TcCLB.507395.30:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 460,986 - 462,293 (-)	hypothetical protein	
TcCLB.507395.40	TcCLB.507395.40:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 462,357 - 462,695 (-)	hypothetical protein	
TcCLB.507585.10	TcCLB.507585.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 440,569 - 442,020 (+)	amino acid transporter, putative	
TcCLB.507585.20	TcCLB.507585.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 438,860 - 439,702 (+)	hypothetical protein, conserved	
TcCLB.507689.10	TcCLB.507689.10:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 430,441 - 432,087 (+)	dihydrouridine synthase (Dus, pseudogene), putative	
TcCLB.507689.20	TcCLB.507689.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 428,037 - 428,888 (+)	hypothetical protein	
TcCLB.507689.25	TcCLB.507689.25:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 425,946 - 426,551 (+)	hypothetical protein, conserved	
TcCLB.507689.30	TcCLB.507689.30:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 423,460 - 424,650 (+)	glutamamyl carboxypeptidase, putative	
TcCLB.507689.40	TcCLB.507689.40:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 421,828 - 423,018 (+)	glutamamyl carboxypeptidase, putative	
TcCLB.507689.5	TcCLB.507689.5:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 432,431 - 432,982 (+)	hypothetical protein, conserved (fragment)	
TcCLB.507689.50	TcCLB.507689.50:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 420,171 - 420,950 (+)	metallo-peptidase, clan MH, family M18, putative (fragment)	
TcCLB.507719.10	TcCLB.507719.10:snoRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 487,871 - 487,950 (-)	C/D small nucleolar RNA (snoRNA), TB8C3C2	
TcCLB.507719.20	TcCLB.507719.20:snoRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 487,744 - 487,819 (-)	C/D small nucleolar RNA (snoRNA), TB8C3C3	
TcCLB.507719.9	TcCLB.507719.9:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 478,468 - 487,135 (-)	dispersed gene family protein 1 (DGF-1), putative	
TcCLB.507755.10	TcCLB.507755.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 306,016 - 306,522 (-)	hypothetical protein	
TcCLB.507757.10	TcCLB.507757.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 304,853 - 305,233 (+)	hypothetical protein	
TcCLB.507757.21	TcCLB.507757.21:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 301,745 - 302,878 (+)	hypothetical protein, conserved	
TcCLB.507757.26	TcCLB.507757.26:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 300,785 - 301,183 (+)	hypothetical protein	
TcCLB.507757.30	TcCLB.507757.30:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 298,945 - 299,994 (+)	hypothetical protein, conserved	
TcCLB.507757.40	TcCLB.507757.40:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 296,562 - 298,682 (+)	hypothetical protein	
TcCLB.507757.50	TcCLB.507757.50:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 294,995 - 296,050 (+)	serine/threonine-protein phosphatase PP1, putative	
TcCLB.507757.60	TcCLB.507757.60:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 292,550 - 294,205 (+)	dihydrolipoamide dehydrogenase, putative	
TcCLB.507757.70	TcCLB.507757.70:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 290,327 - 291,979 (+)	dihydrolipoamide dehydrogenase, putative	
TcCLB.507885.10	TcCLB.507885.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 674,624 - 676,837 (+)	RNA-binding protein, putative	
TcCLB.507921.9	TcCLB.507921.9:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 892,584 - 902,706 (+)	dispersed gene family protein 1 (DGF-1), putative	
TcCLB.508367.20	TcCLB.508367.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 261,681 - 262,814 (-)	UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative	
TcCLB.508367.50	TcCLB.508367.50:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 246,869 - 250,771 (-)	hypothetical protein, conserved (pseudogene)	
TcCLB.508367.70	TcCLB.508367.70:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 244,452 - 246,323 (-)	trans-sialidase (pseudogene), putative	
TcCLB.508369.10	TcCLB.508369.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 162,455 - 163,069 (+)	hypothetical protein, conserved	
TcCLB.508369.20	TcCLB.508369.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 160,615 - 161,829 (+)	squalene synthase, putative	
TcCLB.508369.40	TcCLB.508369.40:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 156,111 - 157,532 (+)	serine/threonine-protein kinase A (pseudogene), putative	
TcCLB.508369.50	TcCLB.508369.50:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 152,730 - 155,345 (+)	acetyl-CoA carboxylase (fragment)	
TcCLB.508555.10	TcCLB.508555.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 795,354 - 795,905 (+)	hypothetical protein, conserved	
TcCLB.508555.20	TcCLB.508555.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 796,541 - 798,034 (+)	hypothetical protein, conserved	
TcCLB.508555.34	TcCLB.508555.34:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 801,055 - 801,693 (+)	hypothetical protein, conserved	
TcCLB.508555.50	TcCLB.508555.50:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 802,134 - 804,281 (+)	calpain-like cysteine peptidase, putative	
TcCLB.508555.60	TcCLB.508555.60:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 806,208 - 808,628 (+)	cytoskeleton-associated protein CAP5.5, putative	
TcCLB.508555.70	TcCLB.508555.70:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 811,535 - 815,230 (+)	calpain-like cysteine peptidase, putative	
TcCLB.508557.20	TcCLB.508557.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 845,412 - 846,890 (+)	amino acid transporter, putative	
TcCLB.508557.29	TcCLB.508557.29:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 848,250 - 850,846 (+)	hypothetical protein, conserved	
TcCLB.508921.10	TcCLB.508921.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 830,891 - 831,814 (+)	hypothetical protein, conserved	
TcCLB.508921.20	TcCLB.508921.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 829,410 - 830,549 (+)	hypothetical protein, conserved	
TcCLB.508921.30	TcCLB.508921.30:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 825,889 - 828,111 (+)	Kinesin-13 4, putative	
TcCLB.508921.40	TcCLB.508921.40:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 824,884 - 825,435 (+)	hypothetical protein, conserved	
TcCLB.508923.10	TcCLB.508923.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 704,205 - 705,485 (+)	amino acid permease, putative	
TcCLB.508927.10	TcCLB.508927.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 785,924 - 786,658 (+)	hypothetical protein, conserved	
TcCLB.508927.20	TcCLB.508927.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 783,095 - 785,119 (+)	glycosomal transporter (GAT1), putative	
TcCLB.508927.30	TcCLB.508927.30:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 781,258 - 782,424 (+)	hypothetical protein, conserved	
TcCLB.509007.10	TcCLB.509007.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 564,275 - 566,923 (+)	hypothetical protein, conserved	
TcCLB.509007.14	TcCLB.509007.14:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 568,134 - 568,520 (+)	hypothetical protein, conserved	
TcCLB.509007.20	TcCLB.509007.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 569,555 - 572,980 (+)	hypothetical protein, conserved	
TcCLB.509007.30	TcCLB.509007.30:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 573,767 - 574,690 (+)	hypothetical protein, conserved	
TcCLB.509007.40	TcCLB.509007.40:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 575,524 - 576,900 (+)	hypothetical protein, conserved	
TcCLB.509007.50	TcCLB.509007.50:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 578,377 - 579,063 (+)	hypothetical protein	
TcCLB.509007.60	TcCLB.509007.60:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 582,806 - 584,920 (+)	rac serine-threonine kinase, putative	
TcCLB.509007.70	TcCLB.509007.70:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 586,366 - 591,096 (+)	hypothetical protein, conserved	
TcCLB.509007.80	TcCLB.509007.80:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 593,494 - 595,770 (+)	hypothetical protein, conserved	
TcCLB.509007.90	TcCLB.509007.90:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 596,708 - 598,339 (+)	hypothetical protein	
TcCLB.509007.99	TcCLB.509007.99:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 599,841 - 604,115 (+)	P-glycoprotein (pseudogene)	
TcCLB.509009.10	TcCLB.509009.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 605,892 - 608,303 (+)	dynein heavy chain, cytosolic, putative	
TcCLB.509011.10	TcCLB.509011.10:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 349,620 - 350,756 (+)	UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase (pseudogene), putative	
TcCLB.509011.100	TcCLB.509011.100:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 376,802 - 377,791 (+)	myosin heavy chain kinase A, putative	
TcCLB.509011.20	TcCLB.509011.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 351,755 - 356,950 (+)	RNA polymerase IIA largest subunit, putative	
TcCLB.509011.30	TcCLB.509011.30:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 357,505 - 358,929 (+)	hypothetical protein	
TcCLB.509011.40	TcCLB.509011.40:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 359,419 - 360,624 (+)	calreticulin, putative	
TcCLB.509011.50	TcCLB.509011.50:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 362,095 - 364,527 (+)	hypothetical protein, conserved	
TcCLB.509011.54	TcCLB.509011.54:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 365,497 - 365,712 (+)	ubiquinol-cytochrome c reductase, putative	
TcCLB.509011.60	TcCLB.509011.60:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 366,385 - 368,112 (+)	hypothetical protein, conserved	
TcCLB.509011.70	TcCLB.509011.70:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 370,760 - 371,251 (+)	adrenodoxin precursor, putative	
TcCLB.509011.80	TcCLB.509011.80:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 372,104 - 373,882 (+)	surface protease GP63, putative	
TcCLB.509011.90	TcCLB.509011.90:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 374,781 - 375,824 (+)	lipase, putative	
TcCLB.509433.10	TcCLB.509433.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr31-S: 465,516 - 466,040 (-)	hypothetical protein	
